frame_path,label
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0001.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0003.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0007.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0008.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0014.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0000.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0004.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0013.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0019.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0010.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0009.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0015.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0012.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0006.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0017.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0011.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0005.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0002.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0016.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0008/frame_0018.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0006.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0015.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0000.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0018.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0001.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0010.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0002.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0009.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0005.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0007.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0004.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0003.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0011.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0017.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0016.jpg,0
/content/drive/MyDrive/dataset_frames_2/Celeb-real/id2_0000/frame_0013.jpg,0
